customer_id,employee_id,freight,order_date,order_id,required_date,ship_address,ship_city,ship_country,ship_name,ship_postal_code,ship_region,ship_via,shipped_date
BLAUS,4,0.15,1997-04-17T00:00:00+00:00,10509,1997-05-15T00:00:00+00:00,Forsterstr. 57,Mannheim,Germany,Blauer See Delikatessen,68306,,1,1997-04-29T00:00:00+00:00
SAVEA,6,367.63,1997-04-18T00:00:00+00:00,10510,1997-05-16T00:00:00+00:00,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,ID,3,1997-04-28T00:00:00+00:00
BONAP,4,350.64,1997-04-18T00:00:00+00:00,10511,1997-05-16T00:00:00+00:00,'12, rue des Bouchers',Marseille,France,'Bon app''',13008,,3,1997-04-21T00:00:00+00:00
FAMIA,7,3.53,1997-04-21T00:00:00+00:00,10512,1997-05-19T00:00:00+00:00,'Rua Orós, 92',Sao Paulo,Brazil,Familia Arquibaldo,05442-030,SP,2,1997-04-24T00:00:00+00:00
WANDK,7,105.65,1997-04-22T00:00:00+00:00,10513,1997-06-03T00:00:00+00:00,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,,1,1997-04-28T00:00:00+00:00
ERNSH,3,789.95,1997-04-22T00:00:00+00:00,10514,1997-05-20T00:00:00+00:00,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,,2,1997-05-16T00:00:00+00:00
QUICK,2,204.47,1997-04-23T00:00:00+00:00,10515,1997-05-07T00:00:00+00:00,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,,1,1997-05-23T00:00:00+00:00
HUNGO,2,62.78,1997-04-24T00:00:00+00:00,10516,1997-05-22T00:00:00+00:00,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,Co. Cork,3,1997-05-01T00:00:00+00:00
NORTS,3,32.07,1997-04-24T00:00:00+00:00,10517,1997-05-22T00:00:00+00:00,South House 300 Queensbridge,London,UK,North/South,SW7 1RZ,,3,1997-04-29T00:00:00+00:00
TORTU,4,218.15,1997-04-25T00:00:00+00:00,10518,1997-05-09T00:00:00+00:00,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,,2,1997-05-05T00:00:00+00:00
CHOPS,6,91.76,1997-04-28T00:00:00+00:00,10519,1997-05-26T00:00:00+00:00,Hauptstr. 31,Bern,Switzerland,Chop-suey Chinese,3012,,3,1997-05-01T00:00:00+00:00
SANTG,7,13.37,1997-04-29T00:00:00+00:00,10520,1997-05-27T00:00:00+00:00,Erling Skakkes gate 78,Stavern,Norway,Santé Gourmet,4110,,1,1997-05-01T00:00:00+00:00
CACTU,8,17.22,1997-04-29T00:00:00+00:00,10521,1997-05-27T00:00:00+00:00,Cerrito 333,Buenos Aires,Argentina,Cactus Comidas para llevar,1010,,2,1997-05-02T00:00:00+00:00
LEHMS,4,45.33,1997-04-30T00:00:00+00:00,10522,1997-05-28T00:00:00+00:00,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,,1,1997-05-06T00:00:00+00:00
SEVES,7,77.63,1997-05-01T00:00:00+00:00,10523,1997-05-29T00:00:00+00:00,90 Wadhurst Rd.,London,UK,Seven Seas Imports,OX15 4NB,,2,1997-05-30T00:00:00+00:00
BERGS,1,244.79,1997-05-01T00:00:00+00:00,10524,1997-05-29T00:00:00+00:00,Berguvsvägen  8,Luleå,Sweden,Berglunds snabbköp,S-958 22,,2,1997-05-07T00:00:00+00:00
BONAP,1,11.06,1997-05-02T00:00:00+00:00,10525,1997-05-30T00:00:00+00:00,'12, rue des Bouchers',Marseille,France,'Bon app''',13008,,2,1997-05-23T00:00:00+00:00
WARTH,4,58.59,1997-05-05T00:00:00+00:00,10526,1997-06-02T00:00:00+00:00,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,,2,1997-05-15T00:00:00+00:00
QUICK,7,41.9,1997-05-05T00:00:00+00:00,10527,1997-06-02T00:00:00+00:00,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,,1,1997-05-07T00:00:00+00:00
GREAL,6,3.35,1997-05-06T00:00:00+00:00,10528,1997-05-20T00:00:00+00:00,2732 Baker Blvd.,Eugene,USA,Great Lakes Food Market,97403,OR,2,1997-05-09T00:00:00+00:00
MAISD,5,66.69,1997-05-07T00:00:00+00:00,10529,1997-06-04T00:00:00+00:00,Rue Joseph-Bens 532,Bruxelles,Belgium,Maison Dewey,B-1180,,2,1997-05-09T00:00:00+00:00
PICCO,3,339.22,1997-05-08T00:00:00+00:00,10530,1997-06-05T00:00:00+00:00,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,,2,1997-05-12T00:00:00+00:00
OCEAN,7,8.12,1997-05-08T00:00:00+00:00,10531,1997-06-05T00:00:00+00:00,Ing. Gustavo Moncada 8585 Piso 20-A,Buenos Aires,Argentina,Océano Atlántico Ltda.,1010,,1,1997-05-19T00:00:00+00:00
EASTC,7,74.46,1997-05-09T00:00:00+00:00,10532,1997-06-06T00:00:00+00:00,35 King George,London,UK,Eastern Connection,WX3 6FW,,3,1997-05-12T00:00:00+00:00
FOLKO,8,188.04,1997-05-12T00:00:00+00:00,10533,1997-06-09T00:00:00+00:00,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,,1,1997-05-22T00:00:00+00:00
LEHMS,8,27.94,1997-05-12T00:00:00+00:00,10534,1997-06-09T00:00:00+00:00,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,,2,1997-05-14T00:00:00+00:00
ANTON,4,15.64,1997-05-13T00:00:00+00:00,10535,1997-06-10T00:00:00+00:00,Mataderos  2312,México D.F.,Mexico,Antonio Moreno Taquería,05023,,1,1997-05-21T00:00:00+00:00
LEHMS,3,58.88,1997-05-14T00:00:00+00:00,10536,1997-06-11T00:00:00+00:00,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,,2,1997-06-06T00:00:00+00:00
RICSU,1,78.85,1997-05-14T00:00:00+00:00,10537,1997-05-28T00:00:00+00:00,Starenweg 5,Genève,Switzerland,Richter Supermarkt,1204,,1,1997-05-19T00:00:00+00:00
BSBEV,9,4.87,1997-05-15T00:00:00+00:00,10538,1997-06-12T00:00:00+00:00,Fauntleroy Circus,London,UK,'B''s Beverages',EC2 5NT,,3,1997-05-16T00:00:00+00:00
BSBEV,6,12.36,1997-05-16T00:00:00+00:00,10539,1997-06-13T00:00:00+00:00,Fauntleroy Circus,London,UK,'B''s Beverages',EC2 5NT,,3,1997-05-23T00:00:00+00:00
QUICK,3,1007.64,1997-05-19T00:00:00+00:00,10540,1997-06-16T00:00:00+00:00,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,,3,1997-06-13T00:00:00+00:00
HANAR,2,68.65,1997-05-19T00:00:00+00:00,10541,1997-06-16T00:00:00+00:00,'Rua do Paço, 67',Rio de Janeiro,Brazil,Hanari Carnes,05454-876,RJ,1,1997-05-29T00:00:00+00:00
KOENE,1,10.95,1997-05-20T00:00:00+00:00,10542,1997-06-17T00:00:00+00:00,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,,3,1997-05-26T00:00:00+00:00
LILAS,8,48.17,1997-05-21T00:00:00+00:00,10543,1997-06-18T00:00:00+00:00,Carrera 52 con Ave. Bolívar #65-98 Llano Largo,Barquisimeto,Venezuela,LILA-Supermercado,3508,Lara,2,1997-05-23T00:00:00+00:00
LONEP,4,24.91,1997-05-21T00:00:00+00:00,10544,1997-06-18T00:00:00+00:00,89 Chiaroscuro Rd.,Portland,USA,Lonesome Pine Restaurant,97219,OR,1,1997-05-30T00:00:00+00:00
LAZYK,8,11.92,1997-05-22T00:00:00+00:00,10545,1997-06-19T00:00:00+00:00,12 Orchestra Terrace,Walla Walla,USA,Lazy K Kountry Store,99362,WA,2,1997-06-26T00:00:00+00:00
VICTE,1,194.72,1997-05-23T00:00:00+00:00,10546,1997-06-20T00:00:00+00:00,'2, rue du Commerce',Lyon,France,Victuailles en stock,69004,,3,1997-05-27T00:00:00+00:00
SEVES,3,178.43,1997-05-23T00:00:00+00:00,10547,1997-06-20T00:00:00+00:00,90 Wadhurst Rd.,London,UK,Seven Seas Imports,OX15 4NB,,2,1997-06-02T00:00:00+00:00
TOMSP,3,1.43,1997-05-26T00:00:00+00:00,10548,1997-06-23T00:00:00+00:00,Luisenstr. 48,Münster,Germany,Toms Spezialitäten,44087,,2,1997-06-02T00:00:00+00:00
QUICK,5,171.24,1997-05-27T00:00:00+00:00,10549,1997-06-10T00:00:00+00:00,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,,1,1997-05-30T00:00:00+00:00
GODOS,7,4.32,1997-05-28T00:00:00+00:00,10550,1997-06-25T00:00:00+00:00,'C/ Romero, 33',Sevilla,Spain,Godos Cocina Típica,41101,,3,1997-06-06T00:00:00+00:00
FURIB,4,72.95,1997-05-28T00:00:00+00:00,10551,1997-07-09T00:00:00+00:00,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,,3,1997-06-06T00:00:00+00:00
HILAA,2,83.22,1997-05-29T00:00:00+00:00,10552,1997-06-26T00:00:00+00:00,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,Táchira,1,1997-06-05T00:00:00+00:00
WARTH,2,149.49,1997-05-30T00:00:00+00:00,10553,1997-06-27T00:00:00+00:00,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,,2,1997-06-03T00:00:00+00:00
OTTIK,4,120.97,1997-05-30T00:00:00+00:00,10554,1997-06-27T00:00:00+00:00,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,,3,1997-06-05T00:00:00+00:00
SAVEA,6,252.49,1997-06-02T00:00:00+00:00,10555,1997-06-30T00:00:00+00:00,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,ID,3,1997-06-04T00:00:00+00:00
SIMOB,2,9.8,1997-06-03T00:00:00+00:00,10556,1997-07-15T00:00:00+00:00,Vinbæltet 34,Kobenhavn,Denmark,Simons bistro,1734,,1,1997-06-13T00:00:00+00:00
LEHMS,9,96.72,1997-06-03T00:00:00+00:00,10557,1997-06-17T00:00:00+00:00,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,,2,1997-06-06T00:00:00+00:00
AROUT,1,72.97,1997-06-04T00:00:00+00:00,10558,1997-07-02T00:00:00+00:00,Brook Farm Stratford St. Mary,Colchester,UK,Around the Horn,CO7 6JX,Essex,2,1997-06-10T00:00:00+00:00
BLONP,6,8.05,1997-06-05T00:00:00+00:00,10559,1997-07-03T00:00:00+00:00,'24, place Kléber',Strasbourg,France,Blondel père et fils,67000,,1,1997-06-13T00:00:00+00:00
FRANK,8,36.65,1997-06-06T00:00:00+00:00,10560,1997-07-04T00:00:00+00:00,Berliner Platz 43,München,Germany,Frankenversand,80805,,1,1997-06-09T00:00:00+00:00
FOLKO,2,242.21,1997-06-06T00:00:00+00:00,10561,1997-07-04T00:00:00+00:00,Åkergatan 24,Bräcke,Sweden,Folk och fä HB,S-844 67,,2,1997-06-09T00:00:00+00:00
REGGC,1,22.95,1997-06-09T00:00:00+00:00,10562,1997-07-07T00:00:00+00:00,Strada Provinciale 124,Reggio Emilia,Italy,Reggiani Caseifici,42100,,1,1997-06-12T00:00:00+00:00
RICAR,2,60.43,1997-06-10T00:00:00+00:00,10563,1997-07-22T00:00:00+00:00,'Av. Copacabana, 267',Rio de Janeiro,Brazil,Ricardo Adocicados,02389-890,RJ,2,1997-06-24T00:00:00+00:00
RATTC,4,13.75,1997-06-10T00:00:00+00:00,10564,1997-07-08T00:00:00+00:00,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,NM,3,1997-06-16T00:00:00+00:00
MEREP,8,7.15,1997-06-11T00:00:00+00:00,10565,1997-07-09T00:00:00+00:00,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,Québec,2,1997-06-18T00:00:00+00:00
BLONP,9,88.4,1997-06-12T00:00:00+00:00,10566,1997-07-10T00:00:00+00:00,'24, place Kléber',Strasbourg,France,Blondel père et fils,67000,,1,1997-06-18T00:00:00+00:00
HUNGO,1,33.97,1997-06-12T00:00:00+00:00,10567,1997-07-10T00:00:00+00:00,8 Johnstown Road,Cork,Ireland,Hungry Owl All-Night Grocers,,Co. Cork,1,1997-06-17T00:00:00+00:00
GALED,3,6.54,1997-06-13T00:00:00+00:00,10568,1997-07-11T00:00:00+00:00,'Rambla de Cataluña, 23',Barcelona,Spain,Galería del gastronómo,8022,,3,1997-07-09T00:00:00+00:00
RATTC,5,58.98,1997-06-16T00:00:00+00:00,10569,1997-07-14T00:00:00+00:00,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,NM,1,1997-07-11T00:00:00+00:00
MEREP,3,188.99,1997-06-17T00:00:00+00:00,10570,1997-07-15T00:00:00+00:00,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,Québec,3,1997-06-19T00:00:00+00:00
ERNSH,8,26.06,1997-06-17T00:00:00+00:00,10571,1997-07-29T00:00:00+00:00,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,,3,1997-07-04T00:00:00+00:00
BERGS,3,116.43,1997-06-18T00:00:00+00:00,10572,1997-07-16T00:00:00+00:00,Berguvsvägen  8,Luleå,Sweden,Berglunds snabbköp,S-958 22,,2,1997-06-25T00:00:00+00:00
ANTON,7,84.84,1997-06-19T00:00:00+00:00,10573,1997-07-17T00:00:00+00:00,Mataderos  2312,México D.F.,Mexico,Antonio Moreno Taquería,05023,,3,1997-06-20T00:00:00+00:00
TRAIH,4,37.6,1997-06-19T00:00:00+00:00,10574,1997-07-17T00:00:00+00:00,722 DaVinci Blvd.,Kirkland,USA,'Trail''s Head Gourmet Provisioners',98034,WA,2,1997-06-30T00:00:00+00:00
MORGK,5,127.34,1997-06-20T00:00:00+00:00,10575,1997-07-04T00:00:00+00:00,Heerstr. 22,Leipzig,Germany,Morgenstern Gesundkost,04179,,1,1997-06-30T00:00:00+00:00
TORTU,3,18.56,1997-06-23T00:00:00+00:00,10576,1997-07-07T00:00:00+00:00,Avda. Azteca 123,México D.F.,Mexico,Tortuga Restaurante,05033,,3,1997-06-30T00:00:00+00:00
TRAIH,9,25.41,1997-06-23T00:00:00+00:00,10577,1997-08-04T00:00:00+00:00,722 DaVinci Blvd.,Kirkland,USA,'Trail''s Head Gourmet Provisioners',98034,WA,2,1997-06-30T00:00:00+00:00
BSBEV,4,29.6,1997-06-24T00:00:00+00:00,10578,1997-07-22T00:00:00+00:00,Fauntleroy Circus,London,UK,'B''s Beverages',EC2 5NT,,3,1997-07-25T00:00:00+00:00
LETSS,1,13.73,1997-06-25T00:00:00+00:00,10579,1997-07-23T00:00:00+00:00,87 Polk St. Suite 5,San Francisco,USA,'Let''s Stop N Shop',94117,CA,2,1997-07-04T00:00:00+00:00
OTTIK,4,75.89,1997-06-26T00:00:00+00:00,10580,1997-07-24T00:00:00+00:00,Mehrheimerstr. 369,Köln,Germany,Ottilies Käseladen,50739,,3,1997-07-01T00:00:00+00:00
FAMIA,3,3.01,1997-06-26T00:00:00+00:00,10581,1997-07-24T00:00:00+00:00,'Rua Orós, 92',Sao Paulo,Brazil,Familia Arquibaldo,05442-030,SP,1,1997-07-02T00:00:00+00:00
BLAUS,3,27.71,1997-06-27T00:00:00+00:00,10582,1997-07-25T00:00:00+00:00,Forsterstr. 57,Mannheim,Germany,Blauer See Delikatessen,68306,,2,1997-07-14T00:00:00+00:00
WARTH,2,7.28,1997-06-30T00:00:00+00:00,10583,1997-07-28T00:00:00+00:00,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,,2,1997-07-04T00:00:00+00:00
BLONP,4,59.14,1997-06-30T00:00:00+00:00,10584,1997-07-28T00:00:00+00:00,'24, place Kléber',Strasbourg,France,Blondel père et fils,67000,,1,1997-07-04T00:00:00+00:00
WELLI,7,13.41,1997-07-01T00:00:00+00:00,10585,1997-07-29T00:00:00+00:00,'Rua do Mercado, 12',Resende,Brazil,Wellington Importadora,08737-363,SP,1,1997-07-10T00:00:00+00:00
REGGC,9,0.48,1997-07-02T00:00:00+00:00,10586,1997-07-30T00:00:00+00:00,Strada Provinciale 124,Reggio Emilia,Italy,Reggiani Caseifici,42100,,1,1997-07-09T00:00:00+00:00
QUEDE,1,62.52,1997-07-02T00:00:00+00:00,10587,1997-07-30T00:00:00+00:00,'Rua da Panificadora, 12',Rio de Janeiro,Brazil,Que Delícia,02389-673,RJ,1,1997-07-09T00:00:00+00:00
QUICK,2,194.67,1997-07-03T00:00:00+00:00,10588,1997-07-31T00:00:00+00:00,Taucherstraße 10,Cunewalde,Germany,QUICK-Stop,01307,,3,1997-07-10T00:00:00+00:00
GREAL,8,4.42,1997-07-04T00:00:00+00:00,10589,1997-08-01T00:00:00+00:00,2732 Baker Blvd.,Eugene,USA,Great Lakes Food Market,97403,OR,2,1997-07-14T00:00:00+00:00
MEREP,4,44.77,1997-07-07T00:00:00+00:00,10590,1997-08-04T00:00:00+00:00,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,Québec,3,1997-07-14T00:00:00+00:00
VAFFE,1,55.92,1997-07-07T00:00:00+00:00,10591,1997-07-21T00:00:00+00:00,Smagsloget 45,Århus,Denmark,Vaffeljernet,8200,,1,1997-07-16T00:00:00+00:00
LEHMS,3,32.1,1997-07-08T00:00:00+00:00,10592,1997-08-05T00:00:00+00:00,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,,1,1997-07-16T00:00:00+00:00
LEHMS,7,174.2,1997-07-09T00:00:00+00:00,10593,1997-08-06T00:00:00+00:00,Magazinweg 7,Frankfurt a.M.,Germany,Lehmanns Marktstand,60528,,2,1997-08-13T00:00:00+00:00
OLDWO,3,5.24,1997-07-09T00:00:00+00:00,10594,1997-08-06T00:00:00+00:00,2743 Bering St.,Anchorage,USA,Old World Delicatessen,99508,AK,2,1997-07-16T00:00:00+00:00
ERNSH,2,96.78,1997-07-10T00:00:00+00:00,10595,1997-08-07T00:00:00+00:00,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,,1,1997-07-14T00:00:00+00:00
WHITC,8,16.34,1997-07-11T00:00:00+00:00,10596,1997-08-08T00:00:00+00:00,1029 - 12th Ave. S.,Seattle,USA,White Clover Markets,98124,WA,1,1997-08-12T00:00:00+00:00
PICCO,7,35.12,1997-07-11T00:00:00+00:00,10597,1997-08-08T00:00:00+00:00,Geislweg 14,Salzburg,Austria,Piccolo und mehr,5020,,3,1997-07-18T00:00:00+00:00
RATTC,1,44.42,1997-07-14T00:00:00+00:00,10598,1997-08-11T00:00:00+00:00,2817 Milton Dr.,Albuquerque,USA,Rattlesnake Canyon Grocery,87110,NM,3,1997-07-18T00:00:00+00:00
BSBEV,6,29.98,1997-07-15T00:00:00+00:00,10599,1997-08-26T00:00:00+00:00,Fauntleroy Circus,London,UK,'B''s Beverages',EC2 5NT,,3,1997-07-21T00:00:00+00:00
HUNGC,4,45.13,1997-07-16T00:00:00+00:00,10600,1997-08-13T00:00:00+00:00,City Center Plaza 516 Main St.,Elgin,USA,Hungry Coyote Import Store,97827,OR,1,1997-07-21T00:00:00+00:00
HILAA,7,58.3,1997-07-16T00:00:00+00:00,10601,1997-08-27T00:00:00+00:00,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,Táchira,1,1997-07-22T00:00:00+00:00
VAFFE,8,2.92,1997-07-17T00:00:00+00:00,10602,1997-08-14T00:00:00+00:00,Smagsloget 45,Århus,Denmark,Vaffeljernet,8200,,2,1997-07-22T00:00:00+00:00
SAVEA,8,48.77,1997-07-18T00:00:00+00:00,10603,1997-08-15T00:00:00+00:00,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,ID,2,1997-08-08T00:00:00+00:00
FURIB,1,7.46,1997-07-18T00:00:00+00:00,10604,1997-08-15T00:00:00+00:00,Jardim das rosas n. 32,Lisboa,Portugal,Furia Bacalhau e Frutos do Mar,1675,,1,1997-07-29T00:00:00+00:00
MEREP,1,379.13,1997-07-21T00:00:00+00:00,10605,1997-08-18T00:00:00+00:00,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,Québec,2,1997-07-29T00:00:00+00:00
TRADH,4,79.4,1997-07-22T00:00:00+00:00,10606,1997-08-19T00:00:00+00:00,'Av. Inês de Castro, 414',Sao Paulo,Brazil,Tradiçao Hipermercados,05634-030,SP,3,1997-07-31T00:00:00+00:00
SAVEA,5,200.24,1997-07-22T00:00:00+00:00,10607,1997-08-19T00:00:00+00:00,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,ID,1,1997-07-25T00:00:00+00:00
TOMSP,4,27.79,1997-07-23T00:00:00+00:00,10608,1997-08-20T00:00:00+00:00,Luisenstr. 48,Münster,Germany,Toms Spezialitäten,44087,,2,1997-08-01T00:00:00+00:00
DUMON,7,1.85,1997-07-24T00:00:00+00:00,10609,1997-08-21T00:00:00+00:00,'67, rue des Cinquante Otages',Nantes,France,Du monde entier,44000,,2,1997-07-30T00:00:00+00:00
LAMAI,8,26.78,1997-07-25T00:00:00+00:00,10610,1997-08-22T00:00:00+00:00,1 rue Alsace-Lorraine,Toulouse,France,'La maison d''Asie',31000,,1,1997-08-06T00:00:00+00:00
WOLZA,6,80.65,1997-07-25T00:00:00+00:00,10611,1997-08-22T00:00:00+00:00,ul. Filtrowa 68,Warszawa,Poland,Wolski Zajazd,01-012,,2,1997-08-01T00:00:00+00:00
SAVEA,1,544.08,1997-07-28T00:00:00+00:00,10612,1997-08-25T00:00:00+00:00,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,ID,2,1997-08-01T00:00:00+00:00
HILAA,4,8.11,1997-07-29T00:00:00+00:00,10613,1997-08-26T00:00:00+00:00,Carrera 22 con Ave. Carlos Soublette #8-35,San Cristóbal,Venezuela,HILARION-Abastos,5022,Táchira,2,1997-08-01T00:00:00+00:00
BLAUS,8,1.93,1997-07-29T00:00:00+00:00,10614,1997-08-26T00:00:00+00:00,Forsterstr. 57,Mannheim,Germany,Blauer See Delikatessen,68306,,3,1997-08-01T00:00:00+00:00
WILMK,2,0.75,1997-07-30T00:00:00+00:00,10615,1997-08-27T00:00:00+00:00,Keskuskatu 45,Helsinki,Finland,Wilman Kala,21240,,3,1997-08-06T00:00:00+00:00
GREAL,1,116.53,1997-07-31T00:00:00+00:00,10616,1997-08-28T00:00:00+00:00,2732 Baker Blvd.,Eugene,USA,Great Lakes Food Market,97403,OR,2,1997-08-05T00:00:00+00:00
GREAL,4,18.53,1997-07-31T00:00:00+00:00,10617,1997-08-28T00:00:00+00:00,2732 Baker Blvd.,Eugene,USA,Great Lakes Food Market,97403,OR,2,1997-08-04T00:00:00+00:00
MEREP,1,154.68,1997-08-01T00:00:00+00:00,10618,1997-09-12T00:00:00+00:00,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,Québec,1,1997-08-08T00:00:00+00:00
MEREP,3,91.05,1997-08-04T00:00:00+00:00,10619,1997-09-01T00:00:00+00:00,43 rue St. Laurent,Montréal,Canada,Mère Paillarde,H1J 1C3,Québec,3,1997-08-07T00:00:00+00:00
LAUGB,2,0.94,1997-08-05T00:00:00+00:00,10620,1997-09-02T00:00:00+00:00,2319 Elm St.,Vancouver,Canada,Laughing Bacchus Wine Cellars,V3F 2K1,BC,3,1997-08-14T00:00:00+00:00
ISLAT,4,23.73,1997-08-05T00:00:00+00:00,10621,1997-09-02T00:00:00+00:00,Garden House Crowther Way,Cowes,UK,Island Trading,PO31 7PJ,Isle of Wight,2,1997-08-11T00:00:00+00:00
RICAR,4,50.97,1997-08-06T00:00:00+00:00,10622,1997-09-03T00:00:00+00:00,'Av. Copacabana, 267',Rio de Janeiro,Brazil,Ricardo Adocicados,02389-890,RJ,3,1997-08-11T00:00:00+00:00
FRANK,8,97.18,1997-08-07T00:00:00+00:00,10623,1997-09-04T00:00:00+00:00,Berliner Platz 43,München,Germany,Frankenversand,80805,,2,1997-08-12T00:00:00+00:00
THECR,4,94.8,1997-08-07T00:00:00+00:00,10624,1997-09-04T00:00:00+00:00,55 Grizzly Peak Rd.,Butte,USA,The Cracker Box,59801,MT,2,1997-08-19T00:00:00+00:00
ANATR,3,43.9,1997-08-08T00:00:00+00:00,10625,1997-09-05T00:00:00+00:00,Avda. de la Constitución 2222,México D.F.,Mexico,Ana Trujillo Emparedados y helados,05021,,1,1997-08-14T00:00:00+00:00
BERGS,1,138.69,1997-08-11T00:00:00+00:00,10626,1997-09-08T00:00:00+00:00,Berguvsvägen  8,Luleå,Sweden,Berglunds snabbköp,S-958 22,,2,1997-08-20T00:00:00+00:00
SAVEA,8,107.46,1997-08-11T00:00:00+00:00,10627,1997-09-22T00:00:00+00:00,187 Suffolk Ln.,Boise,USA,Save-a-lot Markets,83720,ID,3,1997-08-21T00:00:00+00:00
BLONP,4,30.36,1997-08-12T00:00:00+00:00,10628,1997-09-09T00:00:00+00:00,'24, place Kléber',Strasbourg,France,Blondel père et fils,67000,,3,1997-08-20T00:00:00+00:00
GODOS,4,85.46,1997-08-12T00:00:00+00:00,10629,1997-09-09T00:00:00+00:00,'C/ Romero, 33',Sevilla,Spain,Godos Cocina Típica,41101,,3,1997-08-20T00:00:00+00:00
KOENE,1,32.35,1997-08-13T00:00:00+00:00,10630,1997-09-10T00:00:00+00:00,Maubelstr. 90,Brandenburg,Germany,Königlich Essen,14776,,2,1997-08-19T00:00:00+00:00
LAMAI,8,0.87,1997-08-14T00:00:00+00:00,10631,1997-09-11T00:00:00+00:00,1 rue Alsace-Lorraine,Toulouse,France,'La maison d''Asie',31000,,1,1997-08-15T00:00:00+00:00
WANDK,8,41.38,1997-08-14T00:00:00+00:00,10632,1997-09-11T00:00:00+00:00,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,,1,1997-08-19T00:00:00+00:00
ERNSH,7,477.9,1997-08-15T00:00:00+00:00,10633,1997-09-12T00:00:00+00:00,Kirchgasse 6,Graz,Austria,Ernst Handel,8010,,3,1997-08-18T00:00:00+00:00
FOLIG,4,487.38,1997-08-15T00:00:00+00:00,10634,1997-09-12T00:00:00+00:00,'184, chaussée de Tournai',Lille,France,Folies gourmandes,59000,,3,1997-08-21T00:00:00+00:00
MAGAA,8,47.46,1997-08-18T00:00:00+00:00,10635,1997-09-15T00:00:00+00:00,Via Ludovico il Moro 22,Bergamo,Italy,Magazzini Alimentari Riuniti,24100,,3,1997-08-21T00:00:00+00:00
WARTH,4,1.15,1997-08-19T00:00:00+00:00,10636,1997-09-16T00:00:00+00:00,Torikatu 38,Oulu,Finland,Wartian Herkku,90110,,1,1997-08-26T00:00:00+00:00
QUEEN,6,201.29,1997-08-19T00:00:00+00:00,10637,1997-09-16T00:00:00+00:00,'Alameda dos Canàrios, 891',Sao Paulo,Brazil,Queen Cozinha,05487-020,SP,1,1997-08-26T00:00:00+00:00
LINOD,3,158.44,1997-08-20T00:00:00+00:00,10638,1997-09-17T00:00:00+00:00,Ave. 5 de Mayo Porlamar,I. de Margarita,Venezuela,LINO-Delicateses,4980,Nueva Esparta,1,1997-09-01T00:00:00+00:00
SANTG,7,38.64,1997-08-20T00:00:00+00:00,10639,1997-09-17T00:00:00+00:00,Erling Skakkes gate 78,Stavern,Norway,Santé Gourmet,4110,,3,1997-08-27T00:00:00+00:00
WANDK,4,23.55,1997-08-21T00:00:00+00:00,10640,1997-09-18T00:00:00+00:00,Adenauerallee 900,Stuttgart,Germany,Die Wandernde Kuh,70563,,1,1997-08-28T00:00:00+00:00
